Sat Mar 19 18:10:48 2016 [pid 1730] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/spring 2016 schedule.png", 31359 bytes, 6242.16Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8185.JPG", 5225999 bytes, 86770.86Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8186.JPG", 5634346 bytes, 108932.53Kbyte/sec
Sat Mar 19 18:24:49 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8187.JPG", 6249556 bytes, 108886.39Kbyte/sec
Sat Mar 19 18:24:50 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8188.JPG", 6203924 bytes, 108037.37Kbyte/sec
Sat Mar 19 18:24:50 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8189.JPG", 6294876 bytes, 78054.52Kbyte/sec
Sat Mar 19 18:24:50 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8190.JPG", 6379282 bytes, 108005.68Kbyte/sec
Sat Mar 19 18:24:50 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8191.JPG", 6072903 bytes, 108718.04Kbyte/sec
Sat Mar 19 18:24:50 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8192.JPG", 6047017 bytes, 105406.43Kbyte/sec
Sat Mar 19 18:24:50 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8193.JPG", 5898168 bytes, 108780.54Kbyte/sec
Sat Mar 19 18:24:50 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8194.JPG", 5207613 bytes, 92792.02Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8195.JPG", 5933457 bytes, 16222.06Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8196.JPG", 6487149 bytes, 102764.23Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8197.JPG", 6413361 bytes, 107247.64Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8198.JPG", 6125842 bytes, 105581.85Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8199.JPG", 5048694 bytes, 103301.32Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8200.JPG", 6269124 bytes, 105856.17Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8201.JPG", 6381883 bytes, 107431.35Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8202.JPG", 5852512 bytes, 105585.51Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8203.JPG", 6274115 bytes, 101508.70Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8204.JPG", 6065926 bytes, 103466.30Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8205.JPG", 6284988 bytes, 108623.88Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8206.JPG", 6250934 bytes, 59901.36Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8207.JPG", 6176290 bytes, 109497.01Kbyte/sec
Sat Mar 19 18:24:51 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8208.JPG", 6035348 bytes, 89585.12Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8209.JPG", 5432354 bytes, 107239.55Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8210.JPG", 6334265 bytes, 96852.97Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8211.JPG", 6353433 bytes, 103697.36Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8212.JPG", 5927443 bytes, 91127.64Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8213.JPG", 5429652 bytes, 107231.73Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8214.JPG", 5286190 bytes, 107362.16Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8215.JPG", 5068041 bytes, 105977.58Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8216.JPG", 5521847 bytes, 108425.40Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8217.JPG", 5530949 bytes, 107030.96Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8218.JPG", 5711784 bytes, 107104.86Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8219.JPG", 5465002 bytes, 107080.98Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8220.JPG", 6158981 bytes, 106367.03Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8221.JPG", 5693177 bytes, 107480.34Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8222.JPG", 5471492 bytes, 105716.99Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8223.JPG", 5629792 bytes, 98212.61Kbyte/sec
Sat Mar 19 18:24:52 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8224.JPG", 5492544 bytes, 101019.13Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8225.JPG", 6079432 bytes, 76915.39Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8226.JPG", 6028563 bytes, 95586.51Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8227.JPG", 5797085 bytes, 65687.55Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8228.JPG", 6165401 bytes, 89314.95Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8229.JPG", 6521273 bytes, 92135.86Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8230.JPG", 5729560 bytes, 104915.97Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8231.JPG", 5768884 bytes, 108046.95Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8232.JPG", 5331041 bytes, 101216.97Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8233.JPG", 5458143 bytes, 108001.90Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8234.JPG", 5916647 bytes, 103976.53Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8235.JPG", 4032304 bytes, 57629.95Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8236.JPG", 3606158 bytes, 101318.79Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8237.JPG", 3724928 bytes, 92777.62Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8238.JPG", 3897112 bytes, 104798.94Kbyte/sec
Sat Mar 19 18:24:53 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8239.JPG", 3128625 bytes, 98672.58Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8240.JPG", 3019897 bytes, 94106.78Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8241.JPG", 4957825 bytes, 106888.60Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8242.JPG", 5964726 bytes, 105067.24Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8243.JPG", 5960414 bytes, 102318.89Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8244.JPG", 5944378 bytes, 105786.91Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8245.JPG", 5991777 bytes, 107204.79Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8246.JPG", 6138347 bytes, 103497.63Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8247.JPG", 6429423 bytes, 107623.13Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8248.JPG", 5777485 bytes, 106135.84Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8249.JPG", 5185866 bytes, 106451.47Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8250.JPG", 5129494 bytes, 106932.90Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8251.JPG", 5244298 bytes, 107375.56Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8252.JPG", 6139277 bytes, 108600.29Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8253.JPG", 6112076 bytes, 106927.93Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8254.JPG", 6130952 bytes, 96514.19Kbyte/sec
Sat Mar 19 18:24:54 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8255.JPG", 6039992 bytes, 108994.03Kbyte/sec
Sat Mar 19 18:24:55 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8256.JPG", 6294689 bytes, 94400.28Kbyte/sec
Sat Mar 19 18:24:55 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8257.JPG", 6052496 bytes, 16711.08Kbyte/sec
Sat Mar 19 18:24:55 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8258.JPG", 5954012 bytes, 98418.47Kbyte/sec
Sat Mar 19 18:24:55 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8259.JPG", 5565830 bytes, 95054.05Kbyte/sec
Sat Mar 19 18:24:55 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8260.JPG", 6375016 bytes, 74497.43Kbyte/sec
Sat Mar 19 18:24:55 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8261.JPG", 6381821 bytes, 103237.59Kbyte/sec
Sat Mar 19 18:24:55 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8262.JPG", 6622395 bytes, 80867.08Kbyte/sec
Sat Mar 19 18:24:55 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8263.JPG", 6343029 bytes, 108758.92Kbyte/sec
Sat Mar 19 18:24:55 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8264.JPG", 6466472 bytes, 100120.72Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8265.JPG", 6567742 bytes, 101937.58Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8267.JPG", 5606474 bytes, 104914.58Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8268.JPG", 6328592 bytes, 80110.25Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8269.JPG", 6590816 bytes, 105143.25Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8270.JPG", 4635907 bytes, 104858.20Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8271.JPG", 4910255 bytes, 70505.81Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8272.JPG", 5927138 bytes, 70130.50Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8273.JPG", 5033503 bytes, 79216.31Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8274.JPG", 4956739 bytes, 84079.93Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8275.JPG", 5177090 bytes, 88660.07Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8276.JPG", 6113687 bytes, 80471.17Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8277.JPG", 5782002 bytes, 97646.15Kbyte/sec
Sat Mar 19 18:24:56 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8278.JPG", 5989078 bytes, 95492.24Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8279.JPG", 5873216 bytes, 75331.14Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8280.JPG", 6412207 bytes, 109422.49Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8281.JPG", 6521498 bytes, 82631.41Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8282.JPG", 6329295 bytes, 95999.88Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8283.JPG", 4708126 bytes, 69041.95Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8284.JPG", 4698539 bytes, 85550.53Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8285.JPG", 6032942 bytes, 96941.87Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8286.JPG", 5634173 bytes, 98943.01Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8287.JPG", 6033743 bytes, 95953.74Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8288.JPG", 5594430 bytes, 97505.14Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8289.JPG", 5666938 bytes, 62272.77Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8290.JPG", 6235886 bytes, 101777.12Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8291.JPG", 6062608 bytes, 99609.93Kbyte/sec
Sat Mar 19 18:24:57 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8292.JPG", 5467502 bytes, 96274.02Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8293.JPG", 5785723 bytes, 103483.95Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8294.JPG", 5430733 bytes, 89914.89Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8295.JPG", 6517547 bytes, 86693.71Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8296.JPG", 6495445 bytes, 98679.36Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8297.JPG", 6436088 bytes, 95953.50Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8298.JPG", 6322630 bytes, 97292.02Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8299.JPG", 6517202 bytes, 95830.02Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8300.JPG", 6390090 bytes, 73058.00Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8301.JPG", 6555229 bytes, 93076.14Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8302.JPG", 6807893 bytes, 81548.62Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8303.JPG", 6799401 bytes, 94090.21Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8304.JPG", 6256713 bytes, 93192.47Kbyte/sec
Sat Mar 19 18:24:58 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8305.JPG", 6253498 bytes, 95609.04Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8306.JPG", 6353719 bytes, 93550.10Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8307.JPG", 4957231 bytes, 58574.27Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8308.JPG", 6181516 bytes, 104360.64Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8309.JPG", 6324370 bytes, 97217.69Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8310.JPG", 5033445 bytes, 86987.22Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8311.JPG", 4919694 bytes, 82278.20Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8312.JPG", 5792725 bytes, 96094.01Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8313.JPG", 6333238 bytes, 93457.08Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8314.JPG", 6303293 bytes, 95549.10Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8315.JPG", 6290102 bytes, 102820.09Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8316.JPG", 6375292 bytes, 98184.37Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8317.JPG", 6348994 bytes, 99774.54Kbyte/sec
Sat Mar 19 18:24:59 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8318.JPG", 6339985 bytes, 89114.26Kbyte/sec
Sat Mar 19 18:25:00 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8319.JPG", 6449892 bytes, 93859.49Kbyte/sec
Sat Mar 19 18:25:00 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8320.JPG", 6433836 bytes, 77991.12Kbyte/sec
Sat Mar 19 18:25:00 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8321.JPG", 6424327 bytes, 98371.75Kbyte/sec
Sat Mar 19 18:25:00 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8322.JPG", 6252993 bytes, 68941.66Kbyte/sec
Sat Mar 19 18:25:00 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8323.JPG", 6165692 bytes, 102977.26Kbyte/sec
Sat Mar 19 18:25:00 2016 [pid 1853] [ftpuser] OK UPLOAD: Client "10.0.0.123", "/home/ftpuser/basketball/DSC_8324.JPG", 6247600 bytes, 93258.72Kbyte/sec
